id,cons,vmax,blank,vmin,spect,vart,component,rah,ram,ras,decd,decm,decs,epoch,d,zero,period,e0_hjd,phase_secondary
CE,Del,13.3,-,13.8,RRC,,PRI,20,23,2.9,10,19,14.2,2000,0.2,0,0.59727764,2452500.5446,0.5
CN,Del,14.2,-,14.6,EW/KE,,ALL,20,25,20.2,13,26,11.0,2000,0.0,0,0.5908268,2452500.147,0.5
CR,Del,13.5,-,13.9,EB/KE,,ALL,20,28,50.1,15,37,1.4,2000,0.0,0,0.51301,2452500.201,0.5
DM,Del,8.58,-,9.11,EB/KE,A2V,ALL,20,39,37.0,14,25,43.1,2000,0.0,0,0.844659,2452500.452,0.5
EQ,Del,13.0,-,14.3,EA/SD,,PRI,20,39,40.4,12,26,9.1,2000,0.3,0,2.2480214,2452500.0808,0.5
ET,Del,12.0,-,12.9,EB/KE,A0,ALL,20,54,56.4,8,23,28.0,2000,0.0,0,1.0107834,2452500.3132,0.5
EW,Del,15.1,-,15.5,EW/KW,,ALL,20,16,31.1,15,41,57.4,2000,0.0,0,0.39117589,2452500.2412,0.5
EX,Del,12.8,-,13.3,EW/KW,,ALL,20,16,58.3,15,52,52.7,2000,0.0,0,0.3309875,2452500.066,0.5
FH,Del,14.6,-,15.4,EA/SD,,ALL,20,28,12.3,19,26,22.2,2000,0.1,0,0.678017,2452500.244,0.5
FI,Del,14.2,-,14.8,EB/KW,,PRI,20,29,16.3,14,45,59.6,2000,0.0,0,0.4159281,2452500.3,0.5
FK,Del,14.0,-,14.6,EW/KE,,ALL,20,30,19.8,12,26,12.7,2000,0.0,0,0.6667302,2452500.627,0.5
FR,Del,15.0,-,15.3,EW/KW,,ALL,20,55,12.9,11,37,41.7,2000,0.0,0,0.3497468,2452500.276,0.5
FZ,Del,10.2,-,11.3,EA/SD,F,PRI,20,53,32.5,4,38,49.6,2000,0.1,0,0.78321158,2452500.814,0.5
GG,Del,12.4,-,12.8,EB,F7,ALL,20,14,31.8,15,16,35.4,2000,0.0,0,0.56322529,2452500.5614,0.5
KO,Del,12.5,-,13.0,EA,,ALL,20,44,47.9,16,7,28.2,2000,0.0,0,0.5833487,2452500.482,0.5
LS,Del,8.61,-,8.76,EW/KW,,ALL,20,57,10.3,19,38,59.2,2000,0.0,0,0.3638427,2452500.3431,0.5
LY,Del,10.4,-,13.5,EA,,PRI,21,6,26.1,19,24,36.5,2000,0.0,0,10.352396,2452502.414,0.5
MP,Del,7.62,-,7.89,EA,,PRI,20,28,26.6,11,43,14.5,2000,0.0,0,21.338524,2452514.0051,0.5
MR,Del,8.85,-,9.16,EA,,ALL,20,31,13.5,5,13,8.5,2000,0.0,0,0.5216886,2452500.3193,0.5
MX,Del,8.99,-,9.17,EB,,ALL,20,36,23.1,20,35,57.7,2000,0.0,0,0.8647044,2452500.337,0.5
MZ,Del,8.32,-,8.54,EB,,ALL,20,45,20.0,7,2,20.0,2000,0.0,0,0.7331181,2452500.72,0.5
RW,Dor,10.8,-,11.4,EW/KW,G,ALL,5,18,32.5,-68,13,32.8,2000,0.0,0,0.2854635,2452500.225,0.5
VY,Dor,12.0,-,12.5,RR,,ALL,4,48,13.3,-53,48,5.4,2000,0.0,0,0.49691904,2452500.4009,0.5
AA,Dor,11.13,-,11.6,EA/D,O subdwarf,PRI,5,31,40.3,-69,53,2.2,2000,0.0,0,0.26153974,2452500.1021,0.5
Z,Dra,10.8,-,14.1,EA/SD,F4V,PRI,11,45,29.2,72,14,58.4,2000,0.2,0,1.3574329,2452500.913,0.5
RR,Dra,10.0,-,13.3,EA/SD,A2,PRI,18,41,47.4,62,40,35.0,2000,0.4,0,2.831284,2452501.764,0.5
RX,Dra,10.0,-,10.5,EA/DM,F,ALL,19,2,42.0,58,43,58.0,2000,0.3,0,3.7863974,2452500.0498,0.5
RZ,Dra,10.11,-,11.01,EB/SD,A5,ALL,18,23,5.4,58,54,12.8,2000,0.0,0,0.550876,2452500.203,0.5
SX,Dra,9.8,-,11.6,EA/SD,A7V,PRI,18,4,33.9,58,23,54.3,2000,0.7,0,5.169555,2452501.172,0.5
TW,Dra,8.0,-,10.5,EA/SD,A8V+K0III,ALL,15,33,51.1,63,54,25.7,2000,0.5,0,2.806764,2452500.825,0.5
TZ,Dra,9.6,-,10.5,EA/SD,A7V,ALL,18,22,11.7,47,34,8.0,2000,0.2,0,0.8660307,2452500.641,0.5
UZ,Dra,9.9,-,10.7,EA/DM,F8,ALL,19,25,55.0,68,56,7.2,2000,0.2,0,3.26130318,2452502.171,0.5
WW,Dra,8.3,-,0.65,EA/AR/RS,G2IV+K0IV,PRI,16,39,4.0,60,41,58.8,2000,0.6,0,4.6298033,2452502.2619,0.5
WX,Dra,13.5,-,15.3,EA/SD,,ALL,18,52,10.4,47,48,17.2,2000,0.1,0,1.8018648,2452501.433,0.5
XY,Dra,13.4,-,14.5,EA/SD,,ALL,18,18,17.1,55,3,32.5,2000,0.2,0,2.315229,2452502.278,0.5
AI,Dra,7.05,-,8.09,EA/SD,A0V,ALL,16,56,18.1,52,41,54.4,2000,0.2,0,1.1988199,2452500.934,0.5
AK,Dra,11.8,-,12.6,EA,F3,ALL,18,16,43.2,53,14,47.5,2000,0.4,0,2.218304,2452500.347,0.5
AR,Dra,11.29,-,12.51,EA/SD,F5V,ALL,12,16,36.5,64,51,27.3,2000,0.1,0,0.6758405,2452500.278,0.5
AU,Dra,12.3,-,13.1,EA/SD,,PRI,17,35,21.3,68,38,19.1,2000,0.0,0,0.5152654,2452500.058,0.5
AX,Dra,10.9,-,11.6,EB,F5,ALL,12,40,14.7,66,17,9.5,2000,0.0,0,0.5681628,2452500.358,0.5
BE,Dra,11.3,-,11.8,EB/KE,B,ALL,18,25,56.9,68,57,43.5,2000,0.0,0,0.5224967,2452500.077,0.5
BF,Dra,10.1,-,10.8,EA,F8,SEC,18,50,59.3,69,52,57.5,2000,0.3,0,11.210983,2452506.15,0.5
BF,Dra,10.1,-,10.8,EA,F8,PRI,18,50,59.3,69,52,57.5,2000,0.3,0,11.2109999,2452500.7268,0.5
BH,Dra,8.38,-,9.27,EA/SD,A2V+Ap,PRI,19,3,39.5,57,27,25.9,2000,0.2,0,1.81723816,2452500.5895,0.5
BL,Dra,11.9,-,12.2,E,,ALL,19,40,24.6,60,55,13.1,2000,0.0,0,0.4026654,2452500.237,0.5
BP,Dra,14.4,-,14.9,EB/KE,,ALL,19,57,43.2,60,0,53.4,2000,0.0,0,0.9868094,2452500.4042,0.5
BS,Dra,9.12,-,9.86,EA/DM,F5V+F5V,ALL,19,56,28.8,73,36,57.5,2000,0.2,0,3.364013,2452502.112,0.5
BU,Dra,10.4,-,11.4,EA/SD,F5,PRI,14,58,40.1,56,45,7.2,2000,0.1,0,3.8283714,2452503.394,0.5
BV,Dra,7.88,-,8.48,EW/KW,F7V,ALL,15,11,50.4,61,51,25.3,2000,0.0,0,0.3500691,2452500.292,0.5
BW,Dra,8.61,-,9.08,EW/KW,,ALL,15,11,50.1,61,51,41.3,2000,0.0,0,0.2921641,2452500.009,0.5
BX,Dra,11.5,-,12.2,RR,A3,ALL,16,6,17.4,62,45,46.1,2000,0.1,0,0.5790343,2452500.146,0.5
CK,Dra,11.3,-,12.9,EA/SD,,pri,15,37,43.8,57,6,49.3,2000,0.5,0,4.9945351,2452500.91,0.5
CM,Dra,12.87,-,13.63,EA+UV+BY,M4Ve,PRI,16,34,20.2,57,9,43.9,2000,0.1,0,1.26838981,2452500.7185,0.5
CM,Dra,12.87,-,13.63,EA+UV+BY,M4Ve,SEC,16,34,20.2,57,9,43.9,2000,0.1,0,1.26838975,2452501.3518,0.5
CV,Dra,9.5,-,10.1,IS,,ALL,17,31,57.2,57,10,42.3,2000,0.0,0,0.6176005,2452500.058,0.5
DW,Dra,14.0,-,15.5,EA/SD,,PRI,19,21,39.1,69,56,3.3,2000,0.0,0,1.226361,2452500.026,0.5
EF,Dra,10.48,-,0.34,EW/KW,,ALL,18,5,30.5,69,45,15.7,2000,0.0,0,0.4240413,2452500.235,0.5
EX,Dra,13.5,-,17.2,UG+E,,PRI,18,4,14.1,67,54,12.2,2000,0.0,0,0.20993747,2452500.2071,0.5
FU,Dra,10.58,-,11.1,EW,,ALL,15,34,45.2,62,16,44.3,2000,0.0,0,0.3067177,2452500.159,0.5
FX,Dra,9.29,-,9.59,EB,,ALL,15,43,47.6,58,1,27.3,2000,0.0,0,0.8166018,2452500.41,0.5
GM,Dra,8.79,-,9.02,EW,,ALL,17,20,21.9,57,58,27.0,2000,0.0,0,0.3387398,2452500.078,0.5
GQ,Dra,8.98,-,9.42,EB,,ALL,17,25,29.4,51,29,35.1,2000,0.0,0,0.7659048,2452500.095,0.5
GV,Dra,8.59,-,8.7,EA,,PRI,17,53,27.5,52,23,7.7,2000,0.0,0,23.85432,2452501.752,0.5
GV,Dra,8.59,-,8.7,EA,,SEC,17,53,27.5,52,23,7.7,2000,0.0,0,23.854385,2452519.3135,0.5
GZ,Dra,9.52,-,9.65,E,,ALL,18,12,41.0,54,46,6.8,2000,0.0,0,2.253357,2452502.1903,0.5
HI,Dra,9.02,-,9.2,RRC,,ALL,18,33,24.4,58,42,23.4,2000,0.0,0,0.5974205,2452500.037,0.5
HL,Dra,7.35,-,7.66,EB,,ALL,18,34,26.3,57,48,6.5,2000,0.0,0,0.9442744,2452500.151,0.5
HP,Dra,8.06,-,8.36,EA,,PRI,18,54,53.5,51,18,29.8,2000,0.0,0,10.761542,2452505.0501,0.5
HP,Dra,8.06,-,8.36,EA,,SEC,18,54,53.5,51,18,29.8,2000,0.0,0,10.761526,2452510.6151,0.5
HZ,Dra,8.16,-,8.32,EA,,ALL,19,46,2.5,69,55,9.0,2000,0.0,0,0.7729355,2452500.697,0.5
IV,Dra,13.54,-,0.5,EW,,ALL,15,36,23.3,53,19,11.3,2000,0.0,0,0.2681057,2452500.065,0.5
KK,Dra,11.8,-,14.8,EA,,ALL,19,7,56.6,59,23,52.1,2000,0.0,0,1.192837,2452500.9472,0.5
KZ,Dra,11.2,-,12.4,EA,,PRI,20,11,19.9,68,33,30.7,2000,0.0,0,2.2338327,2452501.8368,0.5
LN,Dra,12.0,-,12.6,EB,,ALL,17,45,55.4,52,38,4.5,2000,0.0,0,0.6121418,2452500.5372,0.5
LQ,Dra,11.6,-,13.0,EA,,ALL,18,19,41.8,50,10,38.4,2000,0.0,0,1.8416436,2452501.3769,0.5
LZ,Dra,12.4,-,0.5,EW/KW,,ALL,19,34,33.8,74,3,5.9,2000,0.0,0,0.35034807,2452500.221,0.5
MO,Dra,12.93,-,14.45,EA,,PRI,20,23,57.6,63,2,32.7,2000,0.0,0,2.4543017,2452502.0888,0.5
MU,Dra,11.51,-,12.09,EW,,ALL,18,58,35.3,50,9,29.6,2000,0.0,0,0.3496627,2452500.02,0.5
MY,Dra,11.58,-,12.22,EA,A2,PRI,12,27,43.1,67,58,5.1,2000,0.3,0,1.7132687,2452501.2786,0.5
NN,Dra,12.34,-,12.98,EW,,ALL,13,4,3.0,65,15,24.4,2000,0.0,0,0.3828813,2452500.135,0.5
NT,Dra,12.98,-,13.55,EA,,PRI,9,43,42.9,77,26,49.7,2000,0.2,0,1.6399334,2452500.7119,0.5
NV,Dra,12.85,-,13.4,EA,,ALL,10,41,1.5,74,40,57.8,2000,0.1,0,1.0571624,2452500.0065,0.5
NW,Dra,12.91,-,13.56,EA,,ALL,11,32,5.9,69,57,41.5,2000,0.1,0,0.72809169,2452500.1828,0.5
OO,Dra,11.4,-,11.8,EA+DSCTC,A3V-IV,ALL,11,40,1.4,75,9,21.5,2000,0.2,0,1.238379,2452501.052,0.5
OQ,Dra,13.65,-,14.2,EW,,ALL,11,49,25.9,72,34,1.4,2000,0.0,0,0.3396766,2452500.027,0.5
OX,Dra,12.28,-,13.25,EA,,PRI,13,7,27.5,69,10,19.0,2000,0.2,0,2.3490514,2452500.4959,0.5
V338,Dra,13.3,-,13.9,EW,,ALL,15,49,11.1,60,38,2.9,2000,0.0,0,0.23514847,2452500.029,0.5
V341,Dra,10.1,-,10.43,EA,F8,ALL,15,52,57.7,68,43,29.9,2000,0.2,0,1.650419,2452500.67,0.5
V373,Dra,12.9,-,13.45,EW,,ALL,17,26,23.0,53,50,33.1,2000,0.0,0,0.3169069,2452500.263,0.5
V374,Dra,9.93,-,10.15,EW,F8,ALL,17,27,20.3,56,22,29.9,2000,0.0,0,0.4034663,2452500.084,0.5
V380,Dra,12.28,-,13.33,EA,,ALL,17,45,24.5,69,18,22.5,2000,0.1,0,0.4937341,2452500.46,0.5
V405,Dra,11.54,-,11.88,EW,,ALL,18,31,13.4,52,47,7.5,2000,0.0,0,0.4130344,2452500.063,0.5
V415,Dra,12.53,-,12.82,EW,,ALL,18,55,50.5,51,0,8.2,2000,0.0,0,0.4374162,2452500.311,0.5
V425,Dra,10.72,-,11.27,EA,F8,PRI,19,44,18.4,81,47,32.4,2000,0.3,0,9.3354076,2452508.5833,0.5
V425,Dra,10.72,-,11.27,EA,F8,SEC,19,44,18.4,81,47,32.4,2000,0.3,0,9.3354665,2452513.6836,0.5
V432,Dra,12.24,-,12.84,EA,,PRI,20,1,28.4,61,10,17.6,2000,0.3,0,11.62817,2452510.87,0.5
V432,Dra,12.24,-,12.84,EA,,SEC,20,1,28.4,61,10,17.6,2000,0.3,0,11.628187,2452518.983,0.5
V450,Dra,8.86,-,9.23,EW,F5,ALL,11,11,28.9,73,6,55.0,2000,0.0,0,0.4394024,2452500.235,0.5
V510,Dra,13.29,-,13.77,EW,,ALL,17,16,26.2,69,35,3.8,2000,0.0,0,0.33296393,2452500.0885,0.5
V514,Dra,12.71,-,13.75,EW,,ALL,17,19,54.8,69,47,42.6,2000,0.0,0,0.31421832,2452500.2599,0.5
V539,Dra,13.36,-,13.98,EW,,ALL,19,30,0.0,70,12,37.4,2000,0.0,0,0.33309519,2452500.135,0.5
S,Equ,8.0,-,10.08,EA/SD,B9V+F9III-,PRI,20,57,12.8,5,4,49.4,2000,0.4,0,3.436127,2452503.038,0.5
W,Equ,11.8,-,12.4,EA/DM,A7,ALL,21,15,52.6,12,23,19.2,2000,0.7,0,4.236873,2452504.11,0.5
RZ,Equ,12.0,-,14.2,EA/SD,,PRI,21,17,52.9,9,50,9.6,2000,0.2,0,1.9609469,2452501.7923,0.5
SV,Equ,9.25,-,0.2,EW/KE,A0,ALL,20,57,18.9,5,48,52.4,2000,0.0,0,0.8809712,2452500.5271,0.5
RU,Eri,9.35,-,10.07,EB/KE,F0,ALL,3,54,43.8,-14,56,6.7,2000,0.0,0,0.6321976,2452500.439,0.5
RY,Eri,10.3,-,11.5,EA/SD,F5,ALL,3,58,58.1,-17,13,46.6,2000,0.5,0,4.97929,2452504.75,0.5
RZ,Eri,7.7,-,8.72,EA/DS/RS,A5+G8IV,pri,4,43,45.8,-10,40,56.0,2000,2.0,0,39.282485,2452530.4912,0.5
TU,Eri,12.8,-,13.6,S,F5,ALL,3,3,13.4,-20,36,51.5,2000,0.0,0,0.33497869,2452500.0169,0.5
TZ,Eri,9.8,-,12.6,EA/SD,F,PRI,4,21,40.3,-6,1,9.2,2000,0.3,0,2.6061215,2452502.5638,0.5
UX,Eri,10.5,-,11.11,EW/KW,F8,ALL,3,9,52.7,-6,53,33.5,2000,0.0,0,0.4452886,2452500.492,0.5
VV,Eri,11.0,-,12.0,EA/SD,A,ALL,3,21,22.6,-10,17,6.0,2000,0.2,0,1.5575759,2452500.7361,0.5
WW,Eri,11.0,-,11.5,EB/KE,,ALL,5,5,4.7,-7,33,42.9,2000,0.0,0,0.9264988,2452500.6307,0.5
YY,Eri,8.1,-,8.8,EW/KW,G5+G5,ALL,4,12,8.9,-10,28,10.0,2000,0.0,0,0.3214967,2452500.327,0.5
ZZ,Eri,13.9,-,15.0,E,,PRI,4,13,1.0,-10,44,54.3,2000,0.0,0,0.45206028,2452500.286,0.5
AA,Eri,12.8,-,13.3,E,,PRI,4,13,41.9,-11,33,36.4,2000,0.0,0,0.50084278,2452500.3807,0.5
AM,Eri,14.4,-,15.2,EW/KW,,ALL,4,29,51.0,-12,14,23.1,2000,0.0,0,0.3165726,2452500.153,0.5
AO,Eri,11.8,-,13.8,EA/DS,,all,4,32,0.9,-17,44,47.7,2000,0.7,0,9.29759,2452503.09,0.5
AS,Eri,8.29,-,9.0,EA/SD,A3V,ALL,3,32,25.1,-3,18,48.1,2000,0.2,0,2.664148,2452502.107,0.5
BC,Eri,10.83,-,11.32,EW/KE,A6,ALL,4,46,59.0,-14,37,23.3,2000,0.0,0,0.5272534,2452500.227,0.5
BL,Eri,11.5,-,12.2,EW/KE,B5,ALL,4,11,48.2,-11,47,26.5,2000,0.0,0,0.4169234,2452500.073,0.5
BQ,Eri,10.5,-,11.0,EB/DM,A8,ALL,5,7,59.7,-5,50,37.7,2000,0.0,0,0.821966,2452500.082,0.5
BT,Eri,9.56,-,10.45,EA/SD,A0,PRI,3,34,31.1,-39,24,43.4,2000,0.3,0,2.112285,2452500.23,0.5
BU,Eri,8.5,-,9.0,EA,A3,ALL,3,49,21.0,-20,52,26.7,2000,0.0,0,0.8430883,2452500.5173,0.5
BV,Eri,8.12,-,8.63,EW,F2,ALL,3,51,53.3,-10,31,49.5,2000,0.0,0,0.5076517,2452500.273,0.5
BW,Eri,9.5,-,10.12,EB,A3,ALL,4,6,36.8,-27,40,7.6,2000,0.0,0,0.63848532,2452500.4941,0.5
BZ,Eri,9.0,-,9.48,EA,F2,ALL,4,12,12.7,-6,1,17.6,2000,0.1,0,0.6641699,2452500.509,0.5
CD,Eri,9.51,-,10.49,EA/SD,A0,PRI,3,47,46.0,-8,36,41.4,2000,0.4,0,2.876826,2452501.4802,0.5
CI,Eri,9.5,-,10.5,EA/SD,F8V,ALL,1,58,38.5,-53,31,39.3,2000,0.0,0,1.2381955,2452500.184,0.5
CO,Eri,9.0,-,9.6,EA/SD,F7V,all,2,35,38.6,-45,4,12.4,2000,0.0,0,5.78348,2452500.66,0.5
CT,Eri,10.0,-,10.52,EW/KE,F0,ALL,4,29,24.8,-33,34,34.3,2000,0.0,0,0.6341983,2452500.274,0.5
CW,Eri,8.43,-,8.96,EA/DM,F0,ALL,3,3,60.0,-17,44,16.1,2000,0.3,0,2.7283714,2452500.38,0.5
FK,Eri,9.21,-,9.58,EA,,ALL,2,44,58.4,-17,46,52.1,2000,0.0,0,2.2322249,2452502.0609,0.5
FX,Eri,9.73,-,9.97,EW,,ALL,3,37,1.4,-41,31,39.5,2000,0.0,0,0.2923458,2452500.01,0.5
GH,Eri,9.03,-,9.61,EA,,ALL,3,44,13.0,-41,16,46.8,2000,0.0,0,0.72238983,2452500.3024,0.5
GK,Eri,8.96,-,9.49,EA,,ALL,3,45,12.0,-16,24,37.6,2000,0.0,0,2.9596599,2452502.8127,0.5
HN,Eri,8.66,-,8.97,EB,,ALL,4,33,24.9,-23,56,19.7,2000,0.0,0,0.62359126,2452500.0215,0.5
KP,Eri,8.78,-,8.93,EA,A2,PRI,4,43,7.2,-7,24,42.1,2000,0.2,0,3.7235652,2452503.5866,0.5
LT,Eri,15.0,-,18.72,E+UGSU,pec e,PRI,4,7,14.8,-6,44,25.2,2000,0.0,0,0.17020383,2452500.1525,0.5
W,For,12.9,-,13.7,E,,ALL,2,41,43.9,-26,1,50.7,2000,0.0,0,0.6179092,2452500.204,0.5
SU,For,9.5,-,11.0,EA/SD,A2,ALL,2,21,36.5,-37,12,45.7,2000,0.3,0,2.4346093,2452502.3076,0.5
UZ,For,18.2,-,20.9,E+XM,,PRI,3,35,28.6,-25,44,21.9,2000,0.0,0,0.08786549,2452500.0244,0.5
AE,For,10.32,-,10.89,EA,,ALL,3,8,6.7,-24,45,34.7,2000,0.0,0,0.9182101,2452500.375,0.5
AK,For,9.24,-,9.35,E,,ALL,3,29,22.9,-24,6,3.1,2000,0.0,0,3.980987,2452500.414,0.5
U,Gem,8.2,-,14.9,UGSS+E,pec UG +M4,PRI,7,55,5.2,22,0,4.8,2000,0.0,0,0.17690624,2452500.0102,0.5
RU,Gem,12.1,-,13.2,EA/DS,,PRI,7,26,58.9,21,26,6.8,2000,1.1,0,8.6708618,2452502.7268,0.5
RW,Gem,9.53,-,11.76,EA/SD,B5V+F5,PRI,6,1,28.1,23,8,27.5,2000,0.4,0,2.8654982,2452502.3649,0.5
RX,Gem,9.2,-,10.81,EA/DS,A3IIIea+K1,PRI,6,50,11.5,33,14,20.7,2000,1.1,0,12.208686,2452508.1377,0.5
RY,Gem,8.69,-,11.04,EA/DS,A2Ve+K2IV,ALL,7,27,24.2,15,39,34.7,2000,0.9,0,9.30043,2452502.18,0.5
SX,Gem,11.0,-,11.9,EA/SD,A0,PRI,6,28,14.4,20,33,50.0,2000,0.2,0,1.3668772,2452500.565,0.5
TX,Gem,10.0,-,11.3,EA/SD,A2V+A7V,PRI,7,36,0.9,16,54,29.2,2000,0.3,0,2.8000035,2452502.156,0.5
TZ,Gem,13.4,-,15.6,EA/SD,,PRI,6,37,36.8,19,36,26.5,2000,0.2,0,1.6777356,2452500.4814,0.5
WW,Gem,9.9,-,10.5,EB/KE,B6,PRI,6,12,5.8,23,30,3.3,2000,0.0,0,1.2377972,2452500.734,0.5
YY,Gem,8.91,-,9.6,EA/DM+UV,M1Ve+M1Ve,ALL,7,34,37.4,31,52,9.8,2000,0.1,0,0.81428257,2452500.4587,0.5
AC,Gem,11.0,-,11.8,EB/DM,A0,PRI,6,32,16.8,19,50,23.3,2000,0.0,0,1.6618043,2452500.789,0.5
AE,Gem,10.5,-,12.3,EA/DS,B8,PRI,6,47,36.9,28,55,13.7,2000,0.6,0,11.456872,2452505.7821,0.5
AF,Gem,10.54,-,11.83,EA/SD,A0,ALL,6,50,39.7,21,21,56.0,2000,0.2,0,1.2435031,2452501.112,0.5
AH,Gem,14.4,-,14.9,EW/KW,,ALL,6,53,17.9,15,59,22.8,2000,0.0,0,0.3367525,2452500.1147,0.5
AI,Gem,13.8,-,14.2,EB,,ALL,6,54,1.5,16,4,47.3,2000,0.0,0,0.7242067,2452500.2274,0.5
AL,Gem,9.8,-,10.39,EA/D,F5V,ALL,6,57,38.6,20,53,32.5,2000,0.2,0,1.3913493,2452501.137,0.5
AN,Gem,13.2,-,15.2,EA/SD,,pri,7,8,57.5,19,48,13.4,2000,0.3,0,2.0323781,2452501.9929,0.5
AV,Gem,12.4,-,13.9,EA/SD,,ALL,6,42,1.6,13,24,51.3,2000,0.2,0,1.2216538,2452500.2367,0.5
AY,Gem,10.8,-,11.9,EA/SD,A0,PRI,6,31,56.2,19,40,11.6,2000,0.3,0,3.053644,2452501.096,0.5
AZ,Gem,11.8,-,12.4,EB/KE,A-F,ALL,6,34,33.4,14,28,20.0,2000,0.0,0,1.0061861,2452500.4837,0.5
BD,Gem,11.9,-,13.8,EA/SD,A,PRI,6,34,43.1,15,34,53.6,2000,0.2,0,1.6167223,2452501.2611,0.5
BH,Gem,13.6,-,16.0,EA/SD,,PRI,6,4,39.2,26,25,17.7,2000,0.8,0,6.24951,2452500.14,0.5
BO,Gem,11.3,-,15.1,EA/SD,A2,PRI,6,25,1.3,17,58,12.7,2000,0.4,0,4.0688565,2452500.7016,0.5
BT,Gem,13.9,-,15.3,EA/SD,,ALL,6,11,41.1,23,19,39.9,2000,0.2,0,1.2369347,2452500.9029,0.5
CK,Gem,13.2,-,15.4,EA/SD,,PRI,6,30,37.1,19,38,28.4,2000,0.2,0,1.4129181,2452501.3967,0.5
CP,Gem,13.7,-,15.8,EA/SD,,ALL,6,33,41.7,19,29,36.1,2000,0.3,0,2.402266,2452500.333,0.5
CU,Gem,13.6,-,14.2,EA,,PRI,6,37,22.8,21,44,29.8,2000,0.2,0,3.030055,2452500.36,0.5
CV,Gem,14.9,-,16.4,EA/SD,,PRI,6,39,22.0,21,10,37.8,2000,0.2,0,1.848394,2452500.45,0.5
CW,Gem,12.3,-,13.6,EA/SD,,ALL,6,39,58.9,21,52,33.9,2000,0.2,0,1.6781729,2452500.096,0.5
CX,Gem,12.0,-,14.2,EA/SD,,ALL,6,40,3.8,21,49,18.7,2000,0.3,0,2.163682,2452501.221,0.5
DD,Gem,13.2,-,15.2,EA/SD,,PRI,6,43,23.6,19,14,52.8,2000,0.5,0,3.802059,2452502.29,0.5
DG,Gem,12.5,-,13.4,EA,,PRI,6,49,25.1,18,37,43.6,2000,0.3,0,3.131429,2452500.551,0.5
DP,Gem,13.4,-,14.0,EW,,ALL,6,2,24.4,27,24,53.3,2000,0.0,0,0.5584507,2452500.5549,0.5
DV,Gem,15.5,-,16.8,EA,,ALL,6,26,58.3,18,39,58.8,2000,0.5,0,4.40034,2452500.06,0.5
EF,Gem,12.6,-,15.4,EA/SD,,PRI,6,51,1.8,17,29,55.0,2000,0.5,0,6.1025614,2452505.73,0.5
EG,Gem,12.2,-,13.4,EA/SD,,ALL,6,57,51.9,13,8,24.4,2000,0.2,0,1.2734083,2452500.7403,0.5
EL,Gem,12.8,-,13.6,EA/KE,,ALL,6,29,7.9,20,48,42.5,2000,0.1,0,1.4283162,2452500.7825,0.5
EN,Gem,13.6,-,14.2,EB/KE,,ALL,6,33,53.9,18,41,18.1,2000,0.0,0,1.207619,2452500.87,0.5
EY,Gem,12.8,-,13.5,EB/KE,,PRI,6,45,32.5,17,13,30.6,2000,0.0,0,0.94113564,2452500.6248,0.5
FG,Gem,11.6,-,12.6,EA,,ALL,6,47,49.7,16,51,47.6,2000,0.1,0,0.819131,2452500.281,0.5
FO,Gem,14.7,-,15.8,E/SD,,PRI,6,53,28.5,12,53,49.0,2000,0.0,0,0.69561699,2452500.4798,0.5
FQ,Gem,13.0,-,14.2,EA,,PRI,6,56,24.1,17,58,13.0,2000,0.3,0,2.8847446,2452500.277,0.5
FT,Gem,13.5,-,14.2,EW,,ALL,6,57,24.6,13,42,6.3,2000,0.0,0,0.5876095,2452500.48,0.5
GM,Gem,13.1,-,14.0,EA,,PRI,7,5,29.8,10,39,36.2,2000,0.2,0,1.3596697,2452500.078,0.5
GP,Gem,13.1,-,13.5,EB/DM,,ALL,7,9,29.2,12,58,3.9,2000,0.0,0,1.594745,2452500.983,0.5
GR,Gem,15.4,-,16.1,EB,,PRI,6,23,20.3,20,49,58.3,2000,0.0,0,0.5274463,2452500.036,0.5
GW,Gem,10.48,-,11.45,EB/SD,A5,ALL,7,52,29.0,27,9,15.6,2000,0.0,0,0.6594449,2452500.1413,0.5
GX,Gem,10.9,-,11.5,EB/D,G5,ALL,6,46,9.1,34,24,52.8,2000,0.0,0,4.0379328,2452500.3015,0.5
GZ,Gem,13.6,-,14.1,EA,,ALL,6,24,6.8,18,42,11.2,2000,0.2,0,0.6125042,2452500.098,0.5
HI,Gem,12.0,-,13.1,E,G-K,PRI,7,18,14.4,30,38,8.8,2000,0.0,0,4.69164,2452504.341,0.5
HR,Gem,11.4,-,12.5,EA/SD,,ALL,6,12,13.3,24,42,42.5,2000,0.2,0,1.0689623,2452500.6845,0.5
HY,Gem,16.7,-,17.5,EW/KW,,ALL,6,33,23.0,22,7,19.8,2000,0.0,0,0.35101,2452500.223,0.5
IN,Gem,15.0,-,16.2,EA/SD,,PRI,6,40,50.8,17,30,56.8,2000,0.2,0,1.131189,2452501.04,0.5
KM,Gem,13.5,-,13.9,EA,,PRI,6,34,31.2,19,58,29.0,2000,0.1,0,1.8256505,2452501.2227,0.5
KQ,Gem,14.0,-,15.0,EB/KW,,PRI,6,43,47.4,15,54,21.0,2000,0.0,0,0.40798974,2452500.0775,0.5
KV,Gem,12.4,-,12.9,RRC,,ALL,6,47,12.6,15,43,34.1,2000,0.1,0,0.35852076,2452500.0083,0.5
KY,Gem,12.7,-,14.6,EA/DS,,PRI,6,52,39.5,18,2,15.2,2000,1.5,0,12.33148,2452501.12,0.5
