id,cons,vmax,blank,vmin,spect,vart,component,rah,ram,ras,decd,decm,decs,epoch,d,zero,period,e0_hjd,phase_secondary
V859,Cyg,11.7,-,12.2,EW/KW,,ALL,19,27,12.7,28,56,49.5,2000,0.0,0,0.4050056,2452500.082,0.5
V865,Cyg,14.0,-,14.7,EW/KW,,ALL,19,27,24.8,33,3,9.3,2000,0.0,0,0.36530233,2452500.0451,0.5
V866,Cyg,13.7,-,14.4,EB,,ALL,19,28,43.5,29,20,13.4,2000,0.0,0,0.8991825,2452500.509,0.5
V869,Cyg,14.0,-,14.9,EB,,ALL,19,29,11.8,31,11,17.0,2000,0.0,0,0.895104,2452500.726,0.5
V870,Cyg,15.4,-,16.2,EB/KE,,PRI,19,29,17.4,30,26,22.2,2000,0.0,0,1.3079108,2452500.412,0.5
V871,Cyg,14.4,-,14.9,EB,,ALL,19,29,13.2,33,6,1.7,2000,0.0,0,1.1187914,2452501.04,0.5
V873,Cyg,14.6,-,15.1,EA,,PRI,19,29,20.8,31,46,51.6,2000,0.2,0,0.8482004,2452500.281,0.5
V874,Cyg,13.5,-,13.9,EW/KW,,ALL,19,29,59.9,28,21,54.6,2000,0.0,0,0.348736,2452500.052,0.5
V877,Cyg,12.7,-,13.3,EB,,ALL,19,30,51.7,32,12,9.1,2000,0.0,0,0.8397635,2452500.083,0.5
V880,Cyg,13.9,-,14.6,EA/KE,,ALL,19,31,25.9,33,39,17.3,2000,0.1,0,1.0600316,2452500.179,0.5
V884,Cyg,13.8,-,14.7,EB/KW,,ALL,19,32,19.6,30,45,3.0,2000,0.0,0,0.4800521,2452500.0065,0.5
V885,Cyg,9.9,-,10.3,EB/DM,,ALL,19,32,49.8,30,1,17.0,2000,0.0,0,1.6947872,2452501.23,0.5
V886,Cyg,14.0,-,15.4,EA,,all,19,32,45.2,32,40,38.2,2000,0.4,0,2.409552,2452500.243,0.5
V887,Cyg,14.3,-,15.1,EA,,PRI,19,33,9.6,29,20,50.0,2000,0.2,0,2.0380493,2452501.7422,0.5
V889,Cyg,10.0,-,10.4,EB/DM,,ALL,19,33,32.1,28,29,0.4,2000,0.0,0,1.7479203,2452500.567,0.5
V891,Cyg,9.3,-,9.9,EA/DM,A0,PRI,19,33,38.4,29,16,21.9,2000,0.4,0,1.9057862,2452501.614,0.5
V902,Cyg,14.5,-,15.3,EA/SD,,PRI,19,34,35.5,29,6,27.5,2000,0.2,0,1.628916,2452501.387,0.5
V906,Cyg,14.9,-,15.7,EW/KW,,ALL,19,34,57.0,34,38,44.1,2000,0.0,0,0.3651677,2452500.346,0.5
V907,Cyg,14.2,-,14.9,EW/KW,,ALL,19,35,30.4,29,45,45.9,2000,0.0,0,0.5413641,2452500.217,0.5
V909,Cyg,9.3,-,9.84,EA/DM,A0,ALL,19,35,53.2,28,16,44.3,2000,0.2,0,2.8053724,2452501.9861,0.5
V910,Cyg,14.1,-,15.0,EA/SD,,PRI,19,35,53.3,28,12,39.8,2000,0.4,0,1.610255,2452501.31,0.5
V911,Cyg,14.4,-,16.5,EA/SD,,pri,19,35,54.8,27,59,3.3,2000,0.3,0,3.42259,2452501.81,0.5
V912,Cyg,12.4,-,13.0,EA/D,F8,PRI,19,35,52.6,31,31,51.4,2000,0.4,0,2.528182,2452500.3668,0.5
V914,Cyg,14.3,-,15.6,EA,,pri,19,36,38.5,31,39,9.8,2000,0.5,0,4.1730629,2452503.3999,0.5
V921,Cyg,13.1,-,13.8,EA/AR,,pri,19,37,58.7,33,39,27.6,2000,0.6,0,4.03956,2452500.1,0.5
V922,Cyg,14.5,-,15.8,EA/SD,,ALL,19,38,10.5,30,27,1.4,2000,0.2,0,1.4223727,2452500.92,0.5
V928,Cyg,15.3,-,16.5,EA,,pri,19,38,55.3,29,29,59.2,2000,0.4,0,2.52682,2452502.3,0.5
V931,Cyg,13.9,-,14.6,EW/KW,,ALL,19,39,14.1,29,46,9.2,2000,0.0,0,0.3415137,2452500.312,0.5
V934,Cyg,13.2,-,13.7,EW,,ALL,19,39,29.3,30,16,35.1,2000,0.0,0,0.7006977,2452500.4498,0.5
V936,Cyg,14.5,-,16.5,EA,,PRI,19,39,35.9,30,32,41.6,2000,0.4,0,2.319245,2452501.972,0.5
V940,Cyg,14.5,-,15.1,EW/KW,,ALL,19,38,48.9,57,40,21.4,2000,0.0,0,0.332514,2452500.198,0.5
V941,Cyg,12.8,-,13.3,EB/DM,,ALL,19,41,4.4,30,50,9.1,2000,0.0,0,3.5839238,2452501.461,0.5
V947,Cyg,14.1,-,15.1,EW/KW,,ALL,19,42,14.0,31,35,37.8,2000,0.0,0,0.4292465,2452500.111,0.5
V948,Cyg,14.6,-,15.4,EW,,all,19,42,20.7,30,39,55.7,2000,0.0,0,0.777011,2452500.5,0.5
V952,Cyg,13.7,-,15.4,EA,,pri,19,42,50.3,33,22,22.1,2000,1.2,0,9.9815998,2452507.0567,0.5
V957,Cyg,12.2,-,12.8,EB/DM,,ALL,19,43,45.5,29,31,40.8,2000,0.0,0,1.6735368,2452500.705,0.5
V959,Cyg,11.3,-,11.9,EA/DM,A5,PRI,19,43,53.9,30,19,34.4,2000,0.3,0,1.8398154,2452500.871,0.5
V961,Cyg,12.2,-,12.8,EA,,ALL,19,43,58.3,32,52,14.7,2000,0.2,0,2.03779945,2452500.1555,0.5
V962,Cyg,13.7,-,16.0,EA/SD,,PRI,19,44,0.0,33,16,39.0,2000,0.6,0,4.268654,2452503.632,0.5
V963,Cyg,12.2,-,12.9,EA/DW,F5,ALL,19,44,4.9,31,41,50.0,2000,0.2,0,1.394667,2452501.3699,0.5
V964,Cyg,13.9,-,14.8,EA/AR,,PRI,19,44,1.8,33,26,23.8,2000,0.5,0,3.5409591,2452503.071,0.5
V965,Cyg,13.9,-,14.9,EW,,ALL,19,44,9.3,31,42,37.4,2000,0.0,0,0.6405672,2452500.2439,0.5
V970,Cyg,14.3,-,15.1,EB,,ALL,19,44,56.4,28,15,22.0,2000,0.0,0,0.52094982,2452500.5025,0.5
V974,Cyg,11.9,-,12.5,EA,,PRI,19,45,18.6,32,31,53.0,2000,0.3,0,3.2044018,2452502.702,0.5
V974,Cyg,11.9,-,12.5,EA,,SEC,19,45,18.6,32,31,53.0,2000,0.3,0,3.204412,2452504.205,0.5
V975,Cyg,13.3,-,14.1,EA,,PRI,19,45,17.2,33,26,3.4,2000,0.2,0,3.9486752,2452503.3982,0.5
V979,Cyg,14.2,-,14.7,EW/KW,,ALL,19,46,26.5,32,8,36.1,2000,0.0,0,0.3737059,2452500.409,0.5
V995,Cyg,11.3,-,12.9,EA/SD,B8,ALL,19,48,34.4,46,13,42.5,2000,0.0,0,3.556523,2452501.852,0.5
V997,Cyg,14.1,-,14.9,RRC,,ALL,19,48,5.0,52,51,16.9,2000,0.1,0,0.4582259,2452500.3723,0.5
V1004,Cyg,12.6,-,13.4,EB,,ALL,19,50,29.4,33,8,32.2,2000,0.0,0,0.6856882,2452500.454,0.5
V1009,Cyg,12.9,-,13.5,EA,,PRI,19,52,14.9,31,46,29.0,2000,0.3,0,5.4362555,2452501.3665,0.5
V1010,Cyg,14.5,-,15.6,EA,,PRI,19,53,46.0,29,34,25.5,2000,0.2,0,2.406995,2452501.88,0.5
V1011,Cyg,12.2,-,12.9,EA/D,A0,ALL,19,55,14.8,34,12,28.9,2000,0.5,0,3.239369,2452500.168,0.5
V1013,Cyg,13.3,-,13.8,EA,,ALL,19,56,58.1,33,46,31.9,2000,0.6,0,4.679727,2452501.488,0.5
V1018,Cyg,11.2,-,11.7,EB/DM,A2n,ALL,19,57,59.9,33,20,27.9,2000,0.0,0,1.6236676,2452501.4349,0.5
V1019,Cyg,13.3,-,15.1,EA/SD,,PRI,19,58,37.7,30,23,20.5,2000,0.3,0,2.2793296,2452501.7562,0.5
V1021,Cyg,13.9,-,14.9,EB,,pri,19,59,21.0,33,11,1.3,2000,0.0,0,3.32927,2452501.53,0.5
V1023,Cyg,12.8,-,13.4,EA/DM,A3,ALL,19,59,53.2,30,24,20.5,2000,0.9,0,3.1587878,2452500.4815,0.5
V1024,Cyg,16.2,-,17.8,EA,,pri,20,0,11.2,39,4,42.4,2000,0.2,0,1.532802,2452500.58,0.5
V1034,Cyg,9.6,-,10.6,EB/SD,A0,PRI,20,5,34.8,30,58,33.1,2000,0.0,0,0.9769363,2452500.6427,0.5
V1036,Cyg,11.6,-,13.3,E,,ALL,20,8,3.9,40,43,40.4,2000,0.0,0,2.780963,2452501.3509,0.5
V1037,Cyg,14.7,-,17.3,EA/SD,,pri,20,8,49.5,35,14,56.1,2000,0.4,0,2.707876,2452502.03,0.5
V1044,Cyg,16.0,-,16.5,EW/KW,,PRI,20,14,49.6,52,41,46.3,2000,0.0,0,0.42182995,2452500.2452,0.5
V1045,Cyg,15.8,-,16.4,EB,,ALL,20,15,0.4,52,37,20.8,2000,0.0,0,0.44766502,2452500.3086,0.5
V1047,Cyg,14.6,-,15.8,EA/SD,,PRI,20,17,38.0,52,58,46.7,2000,0.2,0,0.9296598,2452500.802,0.5
V1048,Cyg,13.3,-,15.1,EA/SD,,PRI,20,22,57.0,52,32,48.0,2000,0.1,0,0.7422257,2452500.63,0.5
V1061,Cyg,9.4,-,9.9,EA/D,F8,ALL,21,7,20.5,52,2,58.4,2000,0.2,0,2.346646,2452501.679,0.5
V1066,Cyg,13.8,-,14.2,EA/KE,,PRI,21,17,3.3,44,0,28.5,2000,0.2,0,1.5486069,2452501.256,0.5
V1068,Cyg,10.5,-,12.1,EA/GS/RS,B9+G8II-II,pri,21,20,33.1,42,16,39.0,2000,3.4,0,42.54,2452539.0,0.5
V1073,Cyg,8.23,-,8.61,EW/KE,A3Vm,ALL,21,25,0.4,33,41,14.9,2000,0.0,0,0.7858492,2452500.4776,0.5
V1074,Cyg,14.7,-,15.1,EB/KE,,PRI,21,26,18.2,42,8,1.3,2000,0.0,0,1.2039501,2452501.105,0.5
V1083,Cyg,11.0,-,11.5,EB/DM,A,ALL,21,37,33.3,49,4,55.5,2000,0.0,0,1.625843,2452501.039,0.5
V1103,Cyg,15.0,-,17.5,EA,,PRI,19,14,57.7,46,10,2.0,2000,0.0,0,2.40953,2452500.02,0.5
V1130,Cyg,12.8,-,13.8,EA/SD,,ALL,19,34,3.3,39,42,41.1,2000,0.1,0,0.56256035,2452500.1625,0.5
V1136,Cyg,12.5,-,13.3,EA,,PRI,19,37,50.0,28,50,36.2,2000,0.3,0,3.4627844,2452500.5009,0.5
V1136,Cyg,12.5,-,13.3,EA,,SEC,19,37,50.0,28,50,36.2,2000,0.3,0,3.462726,2452502.579,0.5
V1141,Cyg,11.3,-,11.8,EW/KE,A7,ALL,19,39,52.8,36,39,47.2,2000,0.0,0,0.849094,2452500.63,0.5
V1142,Cyg,13.1,-,13.8,EA/D,,ALL,19,39,57.9,33,55,29.6,2000,0.5,0,5.7622605,2452504.7782,0.5
V1143,Cyg,5.85,-,6.37,EA/DM,F5V+F5V,SEC,19,38,41.2,54,58,25.6,2000,0.2,0,7.640729,2452510.506,0.5
V1143,Cyg,5.85,-,6.37,EA/DM,F5V+F5V,PRI,19,38,41.2,54,58,25.6,2000,0.2,0,7.6407512,2452504.8585,0.5
V1147,Cyg,11.9,-,12.7,E,,PRI,19,45,52.5,32,15,40.3,2000,0.0,0,15.251336,2452512.6259,0.5
V1147,Cyg,11.9,-,12.7,E,,SEC,19,45,52.5,32,15,40.3,2000,0.0,0,15.251316,2452521.9475,0.5
V1158,Cyg,14.9,-,16.3,EA/DS,,pri,19,51,30.7,31,6,34.7,2000,1.7,0,11.6455,2452504.8,0.5
V1159,Cyg,15.3,-,16.4,EA/SD,,pri,19,52,7.4,39,14,27.6,2000,0.2,0,1.921576,2452500.26,0.5
V1171,Cyg,10.0,-,10.3,EA/KE,B9,ALL,19,57,57.3,33,53,0.5,2000,0.2,0,1.4621182,2452500.051,0.5
V1187,Cyg,10.88,-,11.23,EA/DM,OB,ALL,20,16,41.8,41,57,45.9,2000,0.2,0,1.5070003,2452500.4529,0.5
V1188,Cyg,13.7,-,15.4,EB/SD,,PRI,20,16,7.1,52,8,25.2,2000,0.0,0,0.8516613,2452500.766,0.5
V1189,Cyg,13.1,-,13.7,EB/KE,,ALL,20,16,6.9,51,56,26.3,2000,0.0,0,1.0418382,2452500.593,0.5
V1191,Cyg,10.82,-,11.15,EW/KW,,ALL,20,16,50.8,41,57,41.3,2000,0.0,0,0.3133959,2452500.157,0.5
V1193,Cyg,13.8,-,14.3,EW,,ALL,20,21,11.5,59,36,3.5,2000,0.0,0,0.50377,2452500.169,0.5
V1196,Cyg,12.0,-,12.3,EB/KE,,PRI,20,24,41.3,54,29,59.8,2000,0.0,0,1.265834,2452501.033,0.5
V1256,Cyg,13.8,-,14.3,EW,,ALL,19,29,8.9,29,57,7.6,2000,0.0,0,0.540411,2452500.0525,0.5
V1259,Cyg,13.6,-,15.4,EA,,pri,19,29,43.9,40,5,38.4,2000,0.7,0,8.2459916,2452507.0896,0.5
V1261,Cyg,15.3,-,16.0,EA/D,,pri,19,32,54.0,32,28,54.0,2000,0.5,0,3.78859,2452501.83,0.5
V1273,Cyg,16.2,-,17.2,EB/SD,,pri,19,41,49.2,31,11,14.5,2000,0.0,0,0.810112,2452500.81,0.5
V1281,Cyg,15.3,-,16.4,EA,,pri,19,43,52.7,34,14,46.4,2000,0.3,0,2.96443,2452501.33,0.5
V1302,Cyg,13.1,-,13.6,EA/D,,PRI,20,2,26.2,36,33,52.7,2000,0.3,0,2.6153418,2452500.002,0.5
V1305,Cyg,11.4,-,11.8,EB/KE,A8,PRI,20,4,53.1,37,45,11.8,2000,0.0,0,0.9009121,2452500.359,0.5
V1315,Cyg,15.1,-,16.2,EB,,PRI,20,12,5.1,41,31,48.6,2000,0.0,0,0.44722946,2452500.329,0.5
V1321,Cyg,12.8,-,13.5,EA,,PRI,20,23,28.7,41,31,58.2,2000,0.1,0,0.3640924,2452500.3629,0.5
V1326,Cyg,11.3,-,11.8,EA,,SEC,20,34,30.5,54,12,37.3,2000,1.0,0,16.68176,2452521.19,0.5
V1326,Cyg,11.3,-,11.8,EA,,PRI,20,34,30.5,54,12,37.3,2000,1.0,0,16.68176,2452513.359,0.5
V1345,Cyg,14.8,-,16.3,EA/SD,,ALL,19,31,28.6,29,46,22.9,2000,0.2,0,1.427172,2452501.034,0.5
V1354,Cyg,15.3,-,17.0,EA/SD,,pri,19,46,48.7,37,20,13.0,2000,0.4,0,2.996512,2452500.98,0.5
V1355,Cyg,14.3,-,14.9,EA/KE,,PRI,19,49,55.7,37,59,16.8,2000,0.2,0,1.194971,2452501.179,0.5
V1356,Cyg,10.1,-,10.5,EB/DM,B0V,ALL,19,56,39.4,29,59,29.2,2000,0.0,0,1.956777,2452501.0,0.5
V1358,Cyg,14.6,-,15.2,EA/D,,pri,19,58,36.8,37,8,15.3,2000,0.3,0,2.03254,2452501.72,0.5
V1359,Cyg,16.6,-,17.9,EA,,pri,19,58,46.4,36,56,14.1,2000,0.4,0,3.145875,2452502.89,0.5
V1401,Cyg,13.1,-,13.6,EB/KE,A-F,ALL,21,55,39.3,50,34,33.1,2000,0.0,0,1.183032,2452501.1,0.5
V1411,Cyg,12.1,-,12.7,EA/KE,A3,PRI,21,58,23.6,49,44,16.7,2000,0.2,0,0.7767479,2452500.3657,0.5
V1414,Cyg,13.6,-,14.8,EA/SD,,PRI,22,1,20.9,47,36,4.5,2000,0.1,0,0.7031274,2452500.5011,0.5
V1416,Cyg,14.1,-,14.8,EW,,ALL,22,1,53.9,51,54,56.8,2000,0.0,0,0.9003155,2452500.704,0.5
V1417,Cyg,13.0,-,13.6,EB/KE,A5,PRI,22,2,6.4,50,42,39.1,2000,0.0,0,0.7267647,2452500.374,0.5
V1425,Cyg,7.7,-,0.45,EB/KE,B9+A0,ALL,21,11,1.8,55,19,56.0,2000,0.0,0,1.252388,2452500.2626,0.5
V1436,Cyg,15.8,-,17.6,EA/SD,,ALL,19,28,43.3,27,59,0.7,2000,0.1,0,1.587066,2452501.32,0.5
V1437,Cyg,15.3,-,16.1,EW/KW,,ALL,19,28,45.2,31,23,25.4,2000,0.0,0,0.4545283,2452500.227,0.5
V1481,Cyg,12.1,-,12.6,EB/DM,B2V,ALL,21,43,56.6,53,43,20.7,2000,0.0,0,2.763258,2452500.22,0.5
V1488,Cyg,3.9,-,4.14,EA/GS/D,K5Iab+B4IV,PRI,20,15,28.3,47,42,51.1,2000,22.9,0 1,147.04552,2452727.603,0.5
V1500,Cyg,1.69,-,21.0,,pec Nova,all,21,11,36.6,48,9,2.4,2000,0.0,0,0.139613,2452500.061,0.5
V1508,Cyg,12.6,-,13.3,EB,,ALL,19,49,57.4,31,51,15.6,2000,0.0,0,1.99457,2452501.47,0.5
V1580,Cyg,14.0,-,15.3,EA/SD,,pri,19,44,0.4,45,26,53.4,2000,0.3,0,1.8115027,2452500.5721,0.5
V1665,Cyg,14.3,-,16.1,EA/SD,,PRI,21,19,20.7,40,57,55.2,2000,0.3,0,3.2256186,2452502.433,0.5
V1723,Cyg,13.2,-,14.4,EA/SD,,PRI,21,28,27.5,37,54,29.7,2000,0.1,0,0.8840437,2452500.514,0.5
V1729,Cyg,13.8,-,15.2,EA/SD,,PRI,21,38,9.1,35,58,39.6,2000,0.3,0,2.455758,2452501.041,0.5
V1763,Cyg,12.4,-,13.0,EW/KW,,ALL,19,31,35.8,39,1,27.2,2000,0.0,0,0.4050735,2452500.198,0.5
V1765,Cyg,6.44,-,0.16,EB/GS+ACYG,,PRI,19,48,50.6,33,26,14.2,2000,0.0,0,13.373859,2452510.62,0.5
V1776,Cyg,17.2,-,18.4,NL,,PRI,20,23,30.5,46,31,29.8,2000,0.0,0,0.16473862,2452500.1612,0.5
V1787,Cyg,12.4,-,13.6,EA,,PRI,20,37,45.3,55,16,31.0,2000,0.0,0,0.7395036,2452500.0491,0.5
V1856,Cyg,14.2,-,15.7,E,,pri,20,48,19.4,35,27,33.5,2000,0.0,0,1.9991742,2452501.631,0.5
V1870,Cyg,14.3,-,17.2,E,,ALL,20,51,41.0,35,44,7.6,2000,0.0,0,0.7897954,2452500.7584,0.5
V1877,Cyg,13.8,-,15.2,E,,ALL,20,52,43.4,34,24,10.2,2000,0.0,0,0.80659,2452500.78,0.5
V1898,Cyg,7.71,-,8.15,EA/DM,,ALL,21,3,53.8,46,19,49.9,2000,0.0,0,1.5131297,2452500.3949,0.5
V1901,Cyg,13.3,-,14.1,EW,,ALL,21,12,5.7,31,23,7.9,2000,0.0,0,0.8089051,2452500.276,0.5
V1905,Cyg,14.0,-,16.3,IS,,PRI,21,25,49.6,39,4,17.7,2000,0.0,0,0.7233435,2452500.299,0.5
V1908,Cyg,13.4,-,15.8,EA/SD,,PRI,21,31,41.7,33,46,55.8,2000,0.0,0,2.464087,2452501.513,0.5
V1909,Cyg,13.9,-,15.9,EA/SD,,PRI,21,32,23.4,34,44,1.7,2000,0.0,0,3.0947198,2452502.4127,0.5
V1918,Cyg,10.59,-,11.12,EW/KW,,ALL,19,26,8.7,52,26,47.6,2000,0.0,0,0.4131775,2452500.26,0.5
V1941,Cyg,13.3,-,13.8,E,,ALL,21,55,58.0,43,2,50.7,2000,0.0,0,1.0118119,2452500.51,0.5
V2021,Cyg,8.9,-,9.5,EA,,PRI,20,53,10.5,34,7,8.0,2000,0.0,0,1.9021067,2452500.759,0.5
V2080,Cyg,7.46,-,7.87,EA,,ALL,19,26,48.0,50,8,43.8,2000,0.0,0,4.933576,2452504.181,0.5
V2083,Cyg,6.94,-,7.18,EA,,ALL,19,31,16.4,47,28,52.2,2000,0.0,0,1.867497,2452501.285,0.5
V2094,Cyg,7.7,-,7.79,ACV,,PRI,19,55,12.1,46,39,56.0,2000,0.0,0,8.480329,2452501.0777,0.5
V2094,Cyg,7.7,-,7.79,ACV,,SEC,19,55,12.1,46,39,56.0,2000,0.0,0,8.4803573,2452506.3977,0.5
V2150,Cyg,8.09,-,8.19,EW,,ALL,21,18,10.9,30,35,21.6,2000,0.0,0,0.5918576,2452500.522,0.5
V2154,Cyg,7.85,-,8.24,EA,,PRI,21,23,8.3,48,31,8.1,2000,0.0,0,2.630634,2452500.7351,0.5
V2181,Cyg,13.0,-,0.9,E,,ALL,20,9,49.5,30,34,28.9,2000,0.0,0,0.5734819,2452500.32,0.5
V2197,Cyg,10.9,-,12.4,E,,ALL,20,50,16.3,37,56,45.2,2000,0.0,0,0.4657489,2452500.2,0.5
V2239,Cyg,11.73,-,12.51,EA,,PRI,20,15,17.6,37,31,43.9,2000,0.0,0,0.6105959,2452500.2271,0.5
V2240,Cyg,12.03,-,12.29,EW,,ALL,20,15,55.9,37,27,15.5,2000,0.0,0,0.4041619,2452500.392,0.5
V2243,Cyg,15.4,-,16.0,EB,,ALL,20,16,41.6,37,38,5.5,2000,0.0,0,1.49942,2452500.48,0.5
V2247,Cyg,10.4,-,11.3,EA,,ALL,20,48,48.0,34,26,7.6,2000,0.0,0,1.254842,2452500.569,0.5
V2263,Cyg,12.36,-,0.68,EB/SD,,PRI,21,44,3.5,53,42,47.1,2000,0.0,0,1.832658,2452500.306,0.5
V2277,Cyg,10.5,-,11.1,EA,,ALL,19,15,33.7,44,37,1.3,2000,0.0,0,1.0619343,2452501.0371,0.5
V2278,Cyg,13.3,-,13.62,EW,,ALL,19,16,34.6,52,48,56.4,2000,0.0,0,0.362124,2452500.03,0.5
V2280,Cyg,13.32,-,14.08,EW,,ALL,19,21,43.9,48,3,57.5,2000,0.0,0,0.3533652,2452500.142,0.5
V2281,Cyg,12.1,-,12.6,EA,,ALL,19,25,6.9,45,56,2.9,2000,0.0,0,1.07311364,2452500.0743,0.5
V2282,Cyg,12.02,-,12.3,EW,,ALL,19,25,37.9,53,25,20.4,2000,0.0,0,0.335947,2452500.021,0.5
V2284,Cyg,12.71,-,13.45,EW,,ALL,19,29,55.0,48,54,59.5,2000,0.0,0,0.30699165,2452500.1653,0.5
V2287,Cyg,11.6,-,12.1,EB,,PRI,19,32,7.7,52,37,14.2,2000,0.0,0,0.90765739,2452500.3013,0.5
V2290,Cyg,13.61,-,15.24,EA,,ALL,19,35,23.1,48,3,0.8,2000,0.0,0,1.1050922,2452500.0856,0.5
V2294,Cyg,13.23,-,13.58,EW,,ALL,19,40,29.4,50,25,51.9,2000,0.0,0,0.3544984,2452500.332,0.5
V2331,Cyg,12.5,-,14.6,L,,PRI,21,11,13.6,34,19,14.4,2000,0.0,0,1.3886,2452500.34,0.5
V2364,Cyg,11.2,-,11.84,EW,,ALL,19,22,11.8,49,28,34.4,2000,0.0,0,0.5921342,2452500.147,0.5
V2391,Cyg,16.6,-,0.03,EA,,PRI,19,41,21.3,40,2,14.2,2000,0.3,0,9.848859,2452500.5301,0.5
V2391,Cyg,16.6,-,0.03,EA,,SEC,19,41,21.3,40,2,14.2,2000,0.3,0,9.84885,2452506.78,0.5
V2421,Cyg,13.79,-,15.03,EB,,ALL,20,14,38.6,41,56,14.0,2000,0.0,0,0.633129,2452500.449,0.5
V2422,Cyg,13.3,-,0.64,EB,,ALL,20,16,58.8,39,5,23.9,2000,0.0,0,0.5061652,2452500.061,0.5
V2456,Cyg,11.3,-,11.9,EB,A0,ALL,21,30,43.8,33,57,24.1,2000,0.0,0,0.6959336,2452500.062,0.5
V2477,Cyg,9.86,-,10.65,EW,F8,PRI,20,18,58.9,56,36,19.2,2000,0.0,0,0.3112507,2452500.0322,0.5
V2480,Cyg,12.32,-,13.1,EA,,ALL,21,4,5.9,39,32,59.5,2000,0.1,0,0.66927792,2452500.5087,0.5
V2517,Cyg,10.1,-,10.9,EA,A2,ALL,19,59,16.3,36,32,7.5,2000,0.0,0,1.3889019,2452500.871,0.5
V2520,Cyg,10.56,-,10.87,EA,A0,ALL,20,6,53.8,32,46,58.6,2000,0.2,0,1.3488252,2452500.6717,0.5
V2524,Cyg,13.35,-,13.9,EW,,ALL,20,13,33.4,58,36,24.9,2000,0.0,0,0.4506718,2452500.194,0.5
V2540,Cyg,12.44,-,12.76,EW,G1V +K2V,ALL,20,23,37.9,46,55,51.7,2000,0.0,0,0.4050045,2452500.221,0.5
V2544,Cyg,12.61,-,0.56,EA,,PRI,20,27,17.3,37,56,26.9,2000,0.2,0,2.093782,2452500.267,0.5
V2544,Cyg,12.61,-,0.56,EA,,SEC,20,27,17.3,37,56,26.9,2000,0.2,0,2.093766,2452501.444,0.5
V2545,Cyg,11.4,-,11.7,EW,,ALL,20,27,26.5,31,5,38.2,2000,0.0,0,0.3692038,2452500.315,0.5
V2546,Cyg,11.37,-,11.93,EW,F5,ALL,20,28,4.9,31,17,9.7,2000,0.0,0,0.6227897,2452500.318,0.5
V2551,Cyg,10.75,-,11.0,EW,,ALL,20,35,36.5,52,45,45.3,2000,0.0,0,0.24231771,2452500.105,0.5
V2552,Cyg,10.87,-,11.27,EW,G5-8V,ALL,20,35,57.2,49,0,42.4,2000,0.0,0,0.2785124,2452500.07,0.5
V2560,Cyg,12.0,-,12.3,EB,,ALL,20,52,13.8,46,35,27.4,2000,0.0,0,0.7338039,2452500.0913,0.5
V2643,Cyg,10.7,-,11.0,EB,,ALL,21,30,29.9,31,14,30.4,2000,0.0,0,0.6108557,2452500.557,0.5
V2647,Cyg,11.05,-,11.65,EA,,ALL,21,47,3.3,50,3,17.8,2000,0.2,0,3.903526,2452502.155,0.5
V2685,Cyg,13.1,-,0.45,EA,,ALL,19,41,29.4,30,51,19.4,2000,0.2,0,1.1258083,2452500.262,0.5
W,Del,9.69,-,12.33,EA/SD,B9.5Ve+G5,PRI,20,37,40.1,18,17,3.8,2000,0.6,0,4.80605,2452503.48,0.5
RR,Del,10.2,-,11.8,EA/SD,A,PRI,20,43,33.9,13,56,41.1,2000,0.7,0,4.599617,2452500.858,0.5
TT,Del,10.6,-,12.5,EA/SD,A1,PRI,20,36,2.3,8,27,3.1,2000,0.3,0,2.871094,2452502.026,0.5
TY,Del,9.7,-,10.9,EA/SD,B9,PRI,21,4,22.0,13,12,53.5,2000,0.2,0,1.1911335,2452500.41,0.5
XX,Del,13.0,-,14.8,EA/SD,,PRI,20,28,17.3,18,33,17.2,2000,0.2,0,2.1235569,2452501.7335,0.5
YY,Del,11.3,-,12.0,EA,A3,PRI,20,30,0.8,14,3,9.5,2000,0.2,0,0.7930927,2452500.418,0.5
AL,Del,12.2,-,12.9,EB/KE,,PRI,20,36,15.8,13,5,21.2,2000,0.0,0,1.485485,2452500.239,0.5
AV,Del,10.7,-,12.7,EA/SD,F8,PRI,20,45,31.5,11,10,26.4,2000,0.4,0,3.8533167,2452502.4824,0.5
BG,Del,13.6,-,14.0,EB/KE,,ALL,20,26,22.5,17,32,47.5,2000,0.0,0,0.56360934,2452500.0741,0.5
BH,Del,13.2,-,15.6,EA/SD,,ALL,20,27,36.6,13,41,1.0,2000,0.3,0,1.61416,2452501.501,0.5
BI,Del,11.4,-,13.3,EA/SD,G0,pri,20,27,38.6,14,20,9.1,2000,0.5,0,7.252307,2452502.05,0.5
BN,Del,12.7,-,13.6,EA/SD,,PRI,20,38,6.2,13,33,5.6,2000,0.2,0,2.478685,2452501.36,0.5
BS,Del,12.8,-,14.6,EA/SD,,PRI,20,52,58.3,16,2,42.7,2000,0.5,0,2.9772947,2452500.6747,0.5
BT,Del,14.6,-,16.9,EA/SD,,PRI,20,53,44.1,15,44,7.0,2000,0.4,0,3.5425753,2452500.5315,0.5
BY,Del,11.4,-,11.9,EA/DM,F9,PRI,20,21,49.9,12,24,27.1,2000,0.7,0,10.034174,2452506.289,0.5
BY,Del,11.4,-,11.9,EA/DM,F9,SEC,20,21,49.9,12,24,27.1,2000,0.7,0,10.03421,2452511.34,0.5
